gene,pval_spark,qval_spark,pval_spatialde,qval_spatialde,FSV,l,sig_spark,sig_spatialde,agreement
Tmem223,0.102967293500445,1.0,0.5804287745530559,0.9752785262472556,0.1070022417434235,0.0340519822626955,False,False,True
Tmem229b,0.28825333559782,1.0,0.2830390778204044,0.9752785262472556,0.0185845868234736,0.4943755286696827,False,False,True
Tmem230,0.833313196935891,1.0,0.9752784575857382,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem231,0.705527152057578,1.0,0.24750690844938,0.9752785262472556,0.2735123391394689,0.0340519822626955,False,False,True
Tmem41a,0.464178026904222,1.0,0.9752784418964268,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Tmem200a,0.185700735188018,1.0,0.3146626471067242,0.9752785262472556,0.99995458521706,0.0199415763282284,False,False,True
Tmem41b,0.114113363758931,1.0,0.4179104159931094,0.9752785262472556,0.1914528323476539,0.0340519822626955,False,False,True
Tmem43,0.0307165016757538,1.0,0.5925561911573269,0.9752785262472556,0.0487049470140815,0.0581467320804295,False,False,True
Tmem8,0.662627503656488,1.0,0.7977575695041504,0.9752785262472556,0.4950413188661464,0.0199415763282284,False,False,True
Tmem80,0.402139997722204,1.0,0.537218319543922,0.9752785262472556,0.1572582449280946,0.0340519822626955,False,False,True
Tmem86a,0.0608606039188595,1.0,0.3836206318813798,0.9752785262472556,0.9999545852170602,0.0199415763282284,False,False,True
Tmem86b,0.948934096841783,1.0,0.9752784847893452,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem87a,0.851592439113497,1.0,0.9752784684058832,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem87b,0.44800788487139,1.0,0.6445764963760536,0.9752785262472556,0.0330988036989775,0.099290620603231,False,False,True
Tmem88,0.599499666279547,1.0,0.9752784476243044,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem70,0.501223366391892,1.0,0.4229679764224169,0.9752785262472556,0.1530656389246184,0.0340519822626955,False,False,True
Tmem88b,0.962410747757039,1.0,0.5068087095008171,0.9752785262472556,0.1668573458242617,0.0340519822626955,False,False,True
Tmem91,0.0405992935764508,1.0,0.3711739799814517,0.9752785262472556,0.2051814432537889,0.0340519822626955,False,False,True
Tmem97,0.581317445634181,1.0,0.8273500618231806,0.9752785262472556,0.0097211866738224,0.1695474016689043,False,False,True
Tmem98,0.687629600102641,1.0,0.6191505507299975,0.9752785262472556,0.0410568998697176,0.0581467320804295,False,False,True
Tmem9b,0.44093517012946,1.0,0.8505959891986035,0.9752785262472556,0.0043696256774212,0.1695474016689043,False,False,True
Tmf1,0.247077522712422,1.0,0.849496902001509,0.9752785262472556,0.0051304091664238,0.1695474016689043,False,False,True
Tmod1,0.0485057822985303,1.0,0.0236346956184833,0.4702923223310137,0.4609143118285044,0.0340519822626955,False,False,True
Tmod3,0.265623647828918,1.0,0.5907193893349787,0.9752785262472556,0.0081413221163399,0.289516987989713,False,False,True
Tmem9,0.739913918161792,1.0,0.7915610497182954,0.9752785262472556,0.0065427712008612,0.289516987989713,False,False,True
Tmem68,0.80012879774835,1.0,0.6792947345877489,0.9752785262472556,0.011885411454554,0.1695474016689043,False,False,True
Tmem67,0.579258605719915,1.0,0.7074691684832219,0.9752785262472556,0.0109980758850809,0.1695474016689043,False,False,True
Tmem66,0.33299169887174,1.0,,,,,False,False,True
Tmem44,0.28204212058591,1.0,0.975278440880462,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem5,0.551829637019694,1.0,,,,,False,False,True
Tmem50a,0.713385536123961,1.0,0.9752784528431032,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem50b,0.160950657102537,1.0,0.0321782959656614,0.5350183791487405,0.2235021552898351,0.0581467320804295,False,False,True
Tmem51,0.525983172387231,1.0,0.9752784669700724,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem53,0.399240249960355,1.0,0.97527844600271,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem55a,0.30238077278927,1.0,,,,,False,False,True
Tmem55b,0.0777980573402128,1.0,,,,,False,False,True
Tmem57,0.195724080149598,1.0,,,,,False,False,True
Tmem59,0.522622835739246,1.0,0.2470390839364767,0.9752785262472556,0.0453976085368602,0.1695474016689043,False,False,True
Tmem59l,0.442138425903093,1.0,0.88112461163743,0.9752785262472556,0.0056560459394902,0.1695474016689043,False,False,True
Tmem60,0.155841861508658,1.0,0.5141043962630555,0.9752785262472556,0.0207260011990885,0.1695474016689043,False,False,True
Tmem62,0.32622560264172,1.0,0.1454832611643973,0.9292545457039936,0.0626135841743473,0.1695474016689043,False,False,True
Tmem63a,0.235440937628659,1.0,0.0899814368141919,0.78786443291461,0.0862391567054866,0.099290620603231,False,False,True
Tmem63b,0.191348699874738,1.0,0.658155206832904,0.9752785262472556,0.0229045063132949,0.099290620603231,False,False,True
Tmem64,0.354663588823505,1.0,0.4403461180068181,0.9752785262472556,0.0363638111788061,0.099290620603231,False,False,True
Tmem65,0.514955166281087,1.0,0.2407851970424944,0.9752785262472556,0.0558515143722718,0.099290620603231,False,False,True
Tmem42,0.857522669960938,1.0,0.9752784463830568,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Tmem2,0.538165299636392,1.0,,,,,False,False,True
Tmem199,0.513448941623339,1.0,0.7420423042147796,0.9752785262472556,0.0192021622381777,0.099290620603231,False,False,True
Tmem198,0.664598811404264,1.0,0.4962502649884452,0.9752785262472556,0.0416978366623359,0.099290620603231,False,False,True
Tmem117,0.676574917983479,1.0,0.8658565165151624,0.9752785262472556,0.0096228031540211,0.099290620603231,False,False,True
Tmem119,0.0227082374625962,1.0,0.2331341153465467,0.9752785262472556,0.1154012912536123,0.0581467320804295,False,False,True
Tmem120a,0.225002963452826,1.0,0.975278445011614,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem120b,0.828315824103373,1.0,0.9752784764824114,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem121,0.815703705053453,1.0,0.9752745547068392,0.9752785262472556,2.186469148810805e-07,0.0581467320804295,False,False,True
Tmem126a,0.361353173250721,1.0,0.7102802339776833,0.9752785262472556,0.0845897976979692,0.0340519822626955,False,False,True
Tmem126b,0.766832737225018,1.0,0.975278461250236,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem115,0.621587911942544,1.0,0.975278458307666,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem127,0.297972137189618,1.0,0.2582654029042751,0.9752785262472556,0.0192927947110573,0.289516987989713,False,False,True
Tmem129,0.399165726053464,1.0,0.6078388916805648,0.9752785262472556,0.9999545852170602,0.0199415763282284,False,False,True
Tmem130,0.486442332642566,1.0,0.1333602471055994,0.9064822967172343,0.0903685514293223,0.099290620603231,False,False,True
Tmem131,0.100023791971437,1.0,0.0142813744325017,0.3646390468974459,0.2312005659532878,0.0581467320804295,False,False,True
Tmem132a,0.358908996284569,1.0,0.9589016977139664,0.9752785262472556,0.0079037602801751,0.0340519822626955,False,False,True
Tmem132c,0.599632981695982,1.0,0.9752784475614008,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Tmem134,0.185816105468685,1.0,0.6253178803841073,0.9752785262472556,0.0274721752009373,0.099290620603231,False,False,True
Tmem135,0.457005108013777,1.0,0.9752784479593022,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem128,0.620072858291397,1.0,0.7798015516200059,0.9752785262472556,0.5004937773794886,0.0199415763282284,False,False,True
Tmem110,0.0437755171177978,1.0,,,,,False,False,True
Tmem11,0.792682228679278,1.0,0.9752784607045842,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Tmem109,0.442672798978239,1.0,0.3896382205083081,0.9752785262472556,0.1891377750365563,0.0340519822626955,False,False,True
Tmco1,0.0704098412187264,1.0,0.9752784416989392,0.9752785262472556,2.023502745256814e-09,0.0581467320804295,False,False,True
Tmco3,0.769738358920492,1.0,0.3173361001113632,0.9752785262472556,0.99995458521706,0.0199415763282284,False,False,True
Tmco4,0.212152795793252,1.0,0.4257493252338078,0.9752785262472556,0.0127017138696438,0.289516987989713,False,False,True
Tmed1,0.245911113776917,1.0,0.8984417833525961,0.9752785262472556,0.0245053363627798,0.0340519822626955,False,False,True
Tmed10,0.638208549569599,1.0,0.9752784653097104,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Tmed2,0.445155854308461,1.0,0.3033973825453274,0.9752785262472556,0.021306649246725,0.289516987989713,False,False,True
Tmed3,0.24323995037956,1.0,0.2520971866859415,0.9752785262472556,0.111715877154117,0.0581467320804295,False,False,True
Tmed4,0.365630933111531,1.0,0.9752783921427244,0.9752785262472556,1.3655883854033738e-09,0.289516987989713,False,False,True
Tmed7,0.243677735104857,1.0,0.6157757638902454,0.9752785262472556,0.0546703367181623,0.0581467320804295,False,False,True
Tmed8,0.514141483800614,1.0,0.8457687315732629,0.9752785262472556,0.0109819025167325,0.099290620603231,False,False,True
Tmed9,0.251036661202508,1.0,0.2120570405267609,0.9752785262472556,0.0351426438697867,0.289516987989713,False,False,True
Tmeff1,0.0382322837902169,1.0,0.0612613994581001,0.6952915226445093,0.1089578132186049,0.099290620603231,False,False,True
Tmem101,0.68692865811213,1.0,0.9752784598839124,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem104,0.242570906946405,1.0,0.7951632809083363,0.9752785262472556,0.4990713496421007,0.0199415763282284,False,False,True
Tmem106b,0.350226809090708,1.0,0.3558926228482554,0.9752785262472556,0.0286653187957014,0.1695474016689043,False,False,True
Tmem107,0.68558005860503,1.0,0.9752781036914252,0.9752785262472556,6.858752152247867e-08,0.0581467320804295,False,False,True
Tmem108,0.328929910758326,1.0,0.975278472151572,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem136,0.634423958305601,1.0,0.7306839446051483,0.9752785262472556,0.505365770753989,0.0199415763282284,False,False,True
Tmem141,0.544628006767063,1.0,0.9752784503598764,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem143,0.289616878449827,1.0,0.9752658590227496,0.9752785262472556,9.706515170046475e-07,0.0581467320804295,False,False,True
Tmem145,0.355070771428792,1.0,0.5778073260664996,0.9752785262472556,0.0149103202833465,0.1695474016689043,False,False,True
Tmem178,0.163174624901396,1.0,0.821686639617675,0.9752785262472556,0.0038694534415758,0.289516987989713,False,False,True
Tmem179,0.0197694264969023,1.0,0.0222354194045475,0.4557451522228509,0.1128722041723187,0.1695474016689043,False,False,True
Tmem179b,0.324980240371753,1.0,0.9752784734842505,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem18,0.103567998626203,1.0,0.2812361386445451,0.9752785262472556,0.99995458521706,0.0199415763282284,False,False,True
Tmem180,0.283556052266696,1.0,,,,,False,False,True
Tmem181a,0.518818816770025,1.0,0.7911223800876847,0.9752785262472556,0.0077940432044195,0.1695474016689043,False,False,True
Tmem181b-ps,0.237644258723211,1.0,0.9180193626241692,0.9752785262472556,0.0025707181839093,0.1695474016689043,False,False,True
Tmem181c-ps,0.24381479055627,1.0,0.3624744886359168,0.9752785262472556,0.0393077938795019,0.099290620603231,False,False,True
Tmem183a,0.704954195809127,1.0,0.3880162144820993,0.9752785262472556,0.2083800852028506,0.0340519822626955,False,False,True
Tmem184b,0.346729482431191,1.0,0.8445986383288246,0.9752785262472556,0.0110749015124292,0.099290620603231,False,False,True
Tmem185b,0.0545583026324853,1.0,0.7665769149162673,0.9752785262472556,0.005471505865409,0.289516987989713,False,False,True
Tmem189,0.139539253307428,1.0,0.6352561890904324,0.9752785262472556,0.0257642629943412,0.099290620603231,False,False,True
Tmem19,0.882274492828749,1.0,0.8316345617447923,0.9752785262472556,0.4967063355354474,0.0199415763282284,False,False,True
Tmem191c,0.738672543438158,1.0,0.9752784636639776,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem192,0.507094066531147,1.0,0.975278441110133,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem194,0.537426431008827,1.0,,,,,False,False,True
Tmem194b,0.492522988364952,1.0,,,,,False,False,True
Tmem177,0.708771258842218,1.0,0.5571314899936548,0.9752785262472556,0.1235064378528514,0.0340519822626955,False,False,True
Tmpo,0.744881841551772,1.0,0.9752783734772488,0.9752785262472556,1.365588385403374e-09,0.289516987989713,False,False,True
Tmem175,0.496617837142636,1.0,0.554771958534807,0.9752785262472556,0.9999545852170602,0.0199415763282284,False,False,True
Tmem170b,0.323004391754333,1.0,0.3287910856250225,0.9752785262472556,0.99995458521706,0.0199415763282284,False,False,True
Tmem147,0.20248204095868,1.0,0.7110974679275153,0.9752785262472556,0.99995458521706,0.0199415763282284,False,False,True
Tmem14c,0.446586514854953,1.0,0.0984074280105703,0.8214157235226024,0.1882078085340792,0.0581467320804295,False,False,True
Tmem150a,0.497843809284571,1.0,0.9752784580063144,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem150c,0.804890747729466,1.0,0.975278439253748,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Tmem151a,0.274268788834009,1.0,0.9752784522067536,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tmem158,0.0277650515588225,1.0,0.1784824645912518,0.9716396128806598,0.0813176959055614,0.099290620603231,False,False,True
Tmem159,0.120008987446122,1.0,0.2766357950575713,0.9752785262472556,0.0416336571091014,0.1695474016689043,False,False,True
Tmem160,0.581141617063646,1.0,0.9674910251606252,0.9752785262472556,0.0007212618391328,0.1695474016689043,False,False,True
Tmem161a,0.570743208577023,1.0,0.5271654434144639,0.9752785262472556,0.0165710219354882,0.1695474016689043,False,False,True
Tmem161b,0.765753188199549,1.0,0.7528730024009471,0.9752785262472556,0.0082214060014733,0.1695474016689043,False,False,True
Tmem164,0.306203912233019,1.0,0.3585520023376731,0.9752785262472556,0.2023665457089563,0.0340519822626955,False,False,True
Tmem165,0.884712324638078,1.0,0.868902238942229,0.9752785262472556,0.004944862760604,0.1695474016689043,False,False,True
Tmem167,0.677086819481492,1.0,0.9752784861783452,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Tmem167b,0.509347880836995,1.0,0.6682220603909808,0.9752785262472556,0.99995458521706,0.0199415763282284,False,False,True
Tmem168,0.563963454623352,1.0,0.9752230937224023,0.9752785262472556,1.3698188202749457e-06,0.099290620603231,False,False,True
Tmem169,0.612646590153678,1.0,0.9752784529250242,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Tmem17,0.285683500332516,1.0,0.4117197013819326,0.9752785262472556,0.1948463494913893,0.0340519822626955,False,False,True
Tmem173,0.344766368137508,1.0,0.975278467580822,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Trmt6,0.649852315563809,1.0,0.7834498003164645,0.9752785262472556,0.502164681144483,0.0199415763282284,False,False,True
Tmppe,0.616949703389797,1.0,0.6477257918143557,0.9752785262472556,0.9999545852170602,0.0199415763282284,False,False,True
Tmsb10,0.71777447656253,1.0,0.9752784313882512,0.9752785262472556,2.052266142475776e-09,0.0340519822626955,False,False,True
Trappc13,0.351494997038226,1.0,0.4750940514160362,0.9752785262472556,0.0193297946335582,0.4943755286696827,False,False,True
Trappc2,0.783471606667924,1.0,0.7527857275948697,0.9752785262472556,0.99995458521706,0.0199415763282284,False,False,True
Trappc2l,0.93635042807423,1.0,0.975278441487554,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Trappc3,0.346144700591574,1.0,0.9751766903477884,0.9752785262472556,1.2197405630806236e-06,0.099290620603231,False,False,True
Trappc4,0.268057343692521,1.0,0.8647057316618927,0.9752785262472556,0.0330140739572365,0.0340519822626955,False,False,True
Trappc5,0.876679829543534,1.0,0.843916467557745,0.9752785262472556,0.0441739861922514,0.0340519822626955,False,False,True
Trappc6a,0.555783674536865,1.0,0.4094548047572242,0.9752785262472556,0.9999545852170602,0.0199415763282284,False,False,True
Trappc12,0.77453230951952,1.0,0.7025037493301044,0.9752785262472556,0.1119331875638271,0.0340519822626955,False,False,True
Trappc6b,0.596356956601814,1.0,0.2258905647463752,0.9752785262472556,0.99995458521706,0.0199415763282284,False,False,True
Trappc9,0.60722334698936,1.0,0.843264029548178,0.9752785262472556,0.043512844419164,0.0340519822626955,False,False,True
Trdn,0.70212167892571,1.0,0.974637217577332,0.9752785262472556,0.0001373869462736,0.1695474016689043,False,False,True
Trem2,0.260724143832436,1.0,0.8158654722812861,0.9752785262472556,0.0410751700352415,0.0340519822626955,False,False,True
Trex1,0.398609858910119,1.0,0.5576591263661907,0.9752785262472556,0.0292777341643589,0.099290620603231,False,False,True
Trhde,0.122619682850889,1.0,0.3330699301076442,0.9752785262472556,0.0500100844480638,0.099290620603231,False,False,True
Triap1,0.431851975314111,1.0,0.9751811447783284,0.9752785262472556,4.626432738651954e-07,0.099290620603231,False,False,True
Trib1,0.0906288747399048,1.0,0.9752784398147596,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Trappc8,0.0632774581538648,1.0,0.9752784479249248,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Trappc11,0.0119714562602971,1.0,0.9752784397942792,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Trappc10,0.394310067312853,1.0,0.6338579867871386,0.9752785262472556,0.99995458521706,0.0199415763282284,False,False,True
Trappc1,0.400992723141864,1.0,0.9752784409689658,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tpsg1,0.660444343345859,1.0,0.5437905497472217,0.9752785262472556,0.0515418436433494,0.0581467320804295,False,False,True
Tpst1,0.448977708952901,1.0,0.9752785176718698,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tpst2,0.0731037694322072,1.0,0.1932742255315336,0.9752785262472556,0.0724042666831556,0.099290620603231,False,False,True
Tra2b,0.0156691415678678,1.0,0.1623494250342746,0.953328058416872,0.0893180844835736,0.099290620603231,False,False,True
Trabd,0.0842836406151315,1.0,0.0401034269572033,0.5800187319707127,0.1934673359579593,0.0581467320804295,False,False,True
Tradd,0.428591649522065,1.0,0.8861840555657254,0.9752785262472556,0.0042350834343185,0.1695474016689043,False,False,True
Traf2,0.350124104603947,1.0,0.6225158134803989,0.9752785262472556,0.020950422896617,0.099290620603231,False,False,True
Traf3,0.429437991804104,1.0,0.975278461437484,0.9752785262472556,2.060385929296404e-09,0.0199415763282284,False,False,True
Traf3ip1,0.592171626317787,1.0,0.9742607906816512,0.9752785262472556,0.0001989264027373,0.1695474016689043,False,False,True
Traf4,0.544677622503308,1.0,0.9752784470845044,0.9752785262472556,2.060385929296404e-09,0.0199415763282284,False,False,True
Traf6,0.530583457269785,1.0,0.9752784711231716,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Traf7,0.739859519739446,1.0,0.9752784455506824,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Traip,0.822489648497891,1.0,0.9752784534428812,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Trak1,0.0931753954899875,1.0,0.0585536506633737,0.6873229193473276,0.0430619073475807,0.4943755286696827,False,False,True
Tram1l1,0.593103066570101,1.0,0.1055638353432794,0.837518351530571,0.0786948935123253,0.1695474016689043,False,False,True
Trank1,0.694359063630687,1.0,0.9752784633618942,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Trap1,0.566326407116085,1.0,0.8307006331502969,0.9752785262472556,0.0512840446084001,0.0340519822626955,False,False,True
Trib2,0.489923130909281,1.0,0.660693369483919,0.9752785262472556,0.5113204939934598,0.0199415763282284,False,False,True
Tprn,0.110226033207081,1.0,0.2922942685833871,0.9752785262472556,0.0526948359036509,0.099290620603231,False,False,True
Tril,0.332929451719125,1.0,0.1351423747052077,0.9112887605199544,0.0889699751744782,0.099290620603231,False,False,True
Trim13,0.28957583990068,1.0,0.3316205280342383,0.9752785262472556,0.99995458521706,0.0199415763282284,False,False,True
Trip12,0.378649409881677,1.0,0.0405027898272833,0.5810266489525525,0.2218240569166125,0.0581467320804295,False,False,True
Trip4,0.734458881185411,1.0,0.072910121723997,0.740957627638462,0.1687033644063219,0.0581467320804295,False,False,True
Trip6,0.663058820312796,1.0,0.9752784801330148,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Triqk,0.471856042748743,1.0,0.581674541344088,0.9752785262472556,0.0531585860312045,0.0581467320804295,False,False,True
Trit1,0.0127955697077395,1.0,0.3368722085672597,0.9752785262472556,0.224430720697446,0.0340519822626955,False,False,True
Trmt1,0.396751758791435,1.0,0.2662055870054318,0.9752785262472556,0.1009846772147365,0.0581467320804295,False,False,True
Trmt10a,0.775168279830209,1.0,0.9752784589264616,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Trip11,0.0163046047913732,1.0,0.5047629744373554,0.9752785262472556,0.0389124291965043,0.099290620603231,False,False,True
Trmt10b,0.75138293852789,1.0,0.5927972735871907,0.9752785262472556,0.0141950812312541,0.1695474016689043,False,False,True
Trmt11,0.135875824503715,1.0,0.1200911221614737,0.8777038946126197,0.0771876402605702,0.099290620603231,False,False,True
Trmt112,0.369626087303226,1.0,0.7007309021018296,0.9752785262472556,0.5068092248325391,0.0199415763282284,False,False,True
Trmt12,0.369344353606749,1.0,0.5712356676516428,0.9752785262472556,0.028824857557009,0.099290620603231,False,False,True
Trmt1l,0.327296351890317,1.0,0.3976833779417594,0.9752785262472556,0.1753299559499929,0.0340519822626955,False,False,True
Trmt2a,0.636024519771833,1.0,0.4554816400843664,0.9752785262472556,0.06703756840779,0.0581467320804295,False,False,True
Trmt2b,0.123837935159594,1.0,0.1142170410367953,0.8623789060812699,0.3071692185675976,0.0340519822626955,False,False,True
Trmt44,0.736564161125208,1.0,0.9752784660177414,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Trmt10c,0.347439907441198,1.0,0.3976653317264673,0.9752785262472556,0.0828833922977848,0.0581467320804295,False,False,True
Triobp,0.141409779513754,1.0,0.9752784509559972,0.9752785262472556,2.060385929296404e-09,0.0199415763282284,False,False,True
Trio,0.481310907191161,1.0,0.6038808706708026,0.9752785262472556,0.0227091119941861,0.099290620603231,False,False,True
Trim8,0.0297417408032872,1.0,0.8051925276499232,0.9752785262472556,0.0077253629176293,0.289516987989713,False,False,True
Trim2,0.377161938124848,1.0,0.2063343136762166,0.9752785262472556,0.0774223232619777,0.099290620603231,False,False,True
Trim24,0.142348479495756,1.0,0.1533192958291001,0.9401498134788152,0.0588602290464826,0.1695474016689043,False,False,True
Trim26,0.0981366650004423,1.0,0.1597088776535655,0.9502884029617444,0.0277836735860688,0.4943755286696827,False,False,True
Trim27,0.497181879742661,1.0,0.5333066322029234,0.9752785262472556,0.1448297424397136,0.0340519822626955,False,False,True
Trim3,0.326692642149989,1.0,0.6673492649206789,0.9752785262472556,0.038639103763963,0.0581467320804295,False,False,True
Trim33,0.610409688891166,1.0,0.4749464721630637,0.9752785262472556,0.0134318421634613,0.289516987989713,False,False,True
Trim34a,0.315949974085094,1.0,0.9752784567124028,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Trim37,0.155482020275311,1.0,0.2335492573961819,0.9752785262472556,0.3056431188336771,0.0340519822626955,False,False,True
Trim39,0.285675359115342,1.0,0.9752784800723056,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Trim41,0.24365556679229,1.0,0.9752342375318444,0.9752785262472556,4.819682466791927e-07,0.099290620603231,False,False,True
Trim44,0.514626377953552,1.0,0.1655093957783733,0.9537695394920284,0.0677067435278761,0.1695474016689043,False,False,True
Trim45,0.503059507880401,1.0,0.9752784573531412,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Trim59,0.196627937146104,1.0,0.3760677477615495,0.9752785262472556,0.0887495488092678,0.0581467320804295,False,False,True
Trim62,0.72914049461116,1.0,0.6370265353662148,0.9752785262472556,0.0213669896289231,0.099290620603231,False,False,True
Trim66,0.425368164820206,1.0,0.975278466914483,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Trim67,0.518979389681765,1.0,0.5564402294140534,0.9752785262472556,0.0205110022492745,0.1695474016689043,False,False,True
Trim68,0.959746933209232,1.0,0.9752784656476344,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Trim11,0.570519347978039,1.0,0.3768169812036206,0.9752785262472556,0.0447998297523372,0.099290620603231,False,False,True
Tprkb,0.496608106515503,1.0,0.762146213313816,0.9752785262472556,0.5009613673345811,0.0199415763282284,False,False,True
Tprgl,0.239034819871324,1.0,0.4274965123828391,0.9752785262472556,0.99995458521706,0.0199415763282284,False,False,True
Tpra1,0.817032761239831,1.0,0.975267005508434,0.9752785262472556,3.218917933109153e-07,0.099290620603231,False,False,True
Tnk2,0.3289133542814,1.0,0.7471558588514194,0.9752785262472556,0.0071606537263254,0.289516987989713,False,False,True
Tnks,0.23617112836884,1.0,0.3135409209068533,0.9752785262472556,0.99995458521706,0.0199415763282284,False,False,True
Tnks1bp1,0.51811088885599,1.0,0.170182787798469,0.9600114554502576,0.99995458521706,0.0199415763282284,False,False,True
Tnks2,0.0629027772386982,1.0,0.6306340696603326,0.9752785262472556,0.1058447737356829,0.0340519822626955,False,False,True
Tnni3,0.522999659160615,1.0,0.739065938650067,0.9752785262472556,0.0906914260198328,0.0340519822626955,False,False,True
Tnnt1,0.353379960453266,1.0,0.9752784524495904,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tnpo1,0.490391607039268,1.0,0.975278448624178,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tnip2,0.101514460905819,1.0,0.9752784644861126,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Tnpo2,0.765765060892997,1.0,0.6895474168165865,0.9752785262472556,0.5087746485004855,0.0199415763282284,False,False,True
Tnrc18,0.319278311146107,1.0,0.1198578487907527,0.8776988198267046,0.1425981668577205,0.0581467320804295,False,False,True
Tnrc6a,0.689543273784875,1.0,0.9752784433102932,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tnrc6b,0.951070233672786,1.0,0.9752785092793466,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tnrc6c,0.780718458850926,1.0,0.9752784603395972,0.9752785262472556,2.0603859292964035e-09,0.0199415763282284,False,False,True
Tns1,0.169953907452488,1.0,0.6580952147842346,0.9752785262472556,0.0215773851241404,0.099290620603231,False,False,True
Tob1,0.88719183115601,1.0,0.5898928480655885,0.9752785262472556,0.0271889769035303,0.099290620603231,False,False,True
Tob2,0.149711336475938,1.0,0.1686029156255186,0.9581087840036958,0.0804901786375512,0.099290620603231,False,False,True
Tnpo3,0.458357013324634,1.0,0.4965927477543854,0.9752785262472556,0.0240149848200661,0.1695474016689043,False,False,True
Tnip1,0.579718691830653,1.0,0.9752784423045684,0.9752785262472556,2.060385929296403e-09,0.0199415763282284,False,False,True
Tnik,0.918200863529403,1.0,0.4100473643061677,0.9752785262472556,0.99995458521706,0.0199415763282284,False,False,True
Tnfsf12,0.173334801607548,1.0,0.8053238350852837,0.9752785262472556,0.0050956938409673,0.289516987989713,False,False,True
Tmsb15b1,0.276159755830867,1.0,0.8207697826579889,0.9752785262472556,0.0214041602172554,0.0581467320804295,False,False,True
